drug,drug_id,drug_actif,class_medi,category
sodium acetate,D01779,sodium,Electrolyte/Mineral Replacement,Therapeutic Nutrients/Minerals/Electrolytes
sodium bicarbonate,D01203,sodium,Electrolyte/Mineral Replacement,Therapeutic Nutrients/Minerals/Electrolytes
dried sodium carbonate,D05283,sodium,Electrolyte/Mineral Replacement,Therapeutic Nutrients/Minerals/Electrolytes
sodium carbonate hydrate,D01780,sodium,Electrolyte/Mineral Replacement,Therapeutic Nutrients/Minerals/Electrolytes
sodium chloride,D02056,sodium,Electrolyte/Mineral Replacement,Therapeutic Nutrients/Minerals/Electrolytes
isotonic sodium chloride solution,D05352,sodium,Electrolyte/Mineral Replacement,Therapeutic Nutrients/Minerals/Electrolytes
sodium lactate,D02183,sodium,Electrolyte/Mineral Replacement,Therapeutic Nutrients/Minerals/Electrolytes
sodium ferric gluconate complex,D05859,sodium,Electrolyte/Mineral Replacement,Therapeutic Nutrients/Minerals/Electrolytes
"sodium phosphate, monobasic",D04400,sodium,Electrolyte/Mineral Replacement,Therapeutic Nutrients/Minerals/Electrolytes
"sodium phosphate, dibasic",D05869,sodium,Electrolyte/Mineral Replacement,Therapeutic Nutrients/Minerals/Electrolytes
dibasic sodium phosphate hydrate,D06389,sodium,Electrolyte/Mineral Replacement,Therapeutic Nutrients/Minerals/Electrolytes
